Problem Number;Problem Sub Status;Problem Change Date+Time;Problem Status
1-619109941;Wait;2011-12-06T14:54:19+01:00;Accepted
1-619109941;Awaiting Assignment;2012-01-30T14:13:13+01:00;Queued
1-619109941;In Progress;2012-01-30T14:13:14+01:00;Accepted
1-619109941;Awaiting Assignment;2012-01-30T14:13:51+01:00;Queued
1-619109941;In Progress;2012-01-30T14:17:15+01:00;Accepted
1-619109941;Awaiting Assignment;2012-01-30T14:17:46+01:00;Queued
1-619109941;In Progress;2012-01-30T14:31:28+01:00;Accepted
1-619109941;Assigned;2012-01-30T14:32:18+01:00;Accepted
1-619109941;In Progress;2012-02-13T14:36:25+01:00;Accepted
1-619109941;Wait;2012-02-13T14:39:27+01:00;Accepted
1-619109941;Closed;2012-03-05T16:16:43+01:00;Completed
1-619146141;Awaiting Assignment;2011-12-02T13:20:26+01:00;Queued
1-619146141;In Progress;2011-12-02T13:46:56+01:00;Accepted
1-619146141;Awaiting Assignment;2011-12-02T13:57:32+01:00;Queued
1-619146141;In Progress;2011-12-22T14:52:12+01:00;Accepted
1-619146141;Wait;2012-02-20T15:42:32+01:00;Accepted
1-619146141;Wait;2012-02-21T09:17:23+01:00;Accepted
1-619146141;Closed;2012-05-29T13:22:20+01:00;Completed
1-619175501;Assigned;2011-12-02T13:35:34+01:00;Accepted
1-619175501;In Progress;2011-12-06T10:22:13+01:00;Accepted
1-619175501;Closed;2012-03-30T16:12:54+01:00;Completed
1-619201265;In Progress;2011-12-02T14:17:15+01:00;Accepted
1-619201265;Assigned;2012-01-16T13:49:25+01:00;Accepted
1-619201265;In Progress;2012-01-17T09:16:19+01:00;Accepted
1-619201265;Closed;2012-01-17T09:16:30+01:00;Completed
1-619232031;In Progress;2011-12-02T15:29:22+01:00;Accepted
1-619232031;Wait;2011-12-12T13:12:58+01:00;Accepted
1-619232031;Closed;2012-02-01T14:43:46+01:00;Completed
1-619254483;In Progress;2011-12-02T15:37:58+01:00;Accepted
1-619254483;Closed;2012-01-10T10:11:14+01:00;Completed
1-619550849;In Progress;2011-12-05T08:02:18+01:00;Accepted
1-619550849;Awaiting Assignment;2011-12-05T08:16:34+01:00;Queued
1-619550849;In Progress;2011-12-07T14:46:02+01:00;Accepted
1-619550849;Awaiting Assignment;2011-12-07T14:46:27+01:00;Queued
1-619550849;In Progress;2011-12-08T11:49:24+01:00;Accepted
1-619550849;In Progress;2011-12-14T10:19:07+01:00;Accepted
1-619550849;Awaiting Assignment;2011-12-29T08:18:06+01:00;Queued
1-619550849;In Progress;2011-12-29T12:25:56+01:00;Accepted
1-619550849;Wait;2011-12-29T12:27:52+01:00;Accepted
1-619550849;Closed;2012-01-16T16:31:20+01:00;Completed
1-619575181;In Progress;2011-12-05T09:33:37+01:00;Accepted
1-619575181;Closed;2011-12-26T02:29:02+01:00;Completed
1-619575181;In Progress;2012-01-04T18:57:37+01:00;Accepted
1-619575181;Closed;2012-01-04T19:09:15+01:00;Completed
1-619589599;Awaiting Assignment;2011-12-05T13:53:59+01:00;Queued
1-619589599;In Progress;2011-12-07T10:30:38+01:00;Accepted
1-619589599;Awaiting Assignment;2011-12-09T13:13:16+01:00;Queued
1-619589599;In Progress;2011-12-09T13:13:34+01:00;Accepted
1-619589599;Assigned;2011-12-09T13:14:07+01:00;Accepted
1-619589599;In Progress;2011-12-09T13:14:44+01:00;Accepted
1-619589599;Awaiting Assignment;2012-01-11T22:44:00+01:00;Queued
1-619589599;In Progress;2012-01-12T08:31:18+01:00;Accepted
1-619589599;Awaiting Assignment;2012-01-12T08:31:25+01:00;Queued
1-619589599;In Progress;2012-01-12T08:33:16+01:00;Accepted
1-619589599;Closed;2012-01-12T10:55:32+01:00;Completed
1-619684455;In Progress;2011-12-05T10:59:00+01:00;Accepted
1-619684455;Closed;2012-01-23T14:06:08+01:00;Completed
1-619699161;In Progress;2011-12-05T13:01:36+01:00;Accepted
1-619699161;Awaiting Assignment;2011-12-05T13:13:30+01:00;Queued
1-619699161;In Progress;2011-12-06T08:28:52+01:00;Accepted
1-619699161;Closed;2011-12-06T09:41:47+01:00;Completed
1-619699161;In Progress;2011-12-06T14:35:14+01:00;Accepted
1-619699161;Assigned;2012-01-30T13:40:16+01:00;Accepted
1-619699161;Assigned;2012-02-01T20:49:44+01:00;Accepted
1-619699161;In Progress;2012-02-01T20:50:03+01:00;Accepted
1-619699161;Closed;2012-02-01T20:51:19+01:00;Completed
1-619719949;In Progress;2011-12-05T12:35:14+01:00;Accepted
1-619719949;Awaiting Assignment;2011-12-05T13:02:06+01:00;Queued
1-619719949;Awaiting Assignment;2011-12-06T08:23:22+01:00;Queued
1-619719949;In Progress;2011-12-08T07:48:30+01:00;Accepted
1-619719949;Awaiting Assignment;2011-12-09T12:59:13+01:00;Queued
1-619719949;In Progress;2011-12-09T13:00:14+01:00;Accepted
1-619719949;Closed;2012-03-22T08:54:05+01:00;Completed
1-619767065;In Progress;2011-12-05T13:57:43+01:00;Accepted
1-619767065;In Progress;2012-01-03T12:38:34+01:00;Accepted
1-619767065;Closed;2012-02-07T11:34:28+01:00;Completed
1-619857642;In Progress;2011-12-05T15:55:59+01:00;Accepted
1-619857642;In Progress;2012-01-19T10:05:25+01:00;Accepted
1-619857642;Closed;2012-01-19T10:12:47+01:00;Completed
1-620015297;In Progress;2011-12-06T07:51:12+01:00;Accepted
1-620015297;Closed;2012-02-08T14:12:13+01:00;Completed
1-620074564;In Progress;2011-12-06T10:02:09+01:00;Accepted
1-620074564;Closed;2012-05-04T14:48:40+01:00;Completed
1-620430705;In Progress;2011-12-07T08:17:12+01:00;Accepted
1-620430705;Closed;2012-04-20T08:19:39+01:00;Completed
1-620432583;In Progress;2011-12-07T05:38:29+01:00;Accepted
1-620432583;Awaiting Assignment;2011-12-07T05:39:00+01:00;Queued
1-620432583;In Progress;2011-12-12T14:51:36+01:00;Accepted
1-620432583;Wait;2011-12-12T14:51:48+01:00;Accepted
1-620432583;In Progress;2012-01-19T15:53:52+01:00;Accepted
1-620432583;Closed;2012-01-19T16:05:09+01:00;Completed
1-620483711;In Progress;2011-12-07T09:12:52+01:00;Accepted
1-620483711;Awaiting Assignment;2011-12-07T09:27:06+01:00;Queued
1-620483711;In Progress;2011-12-08T08:18:53+01:00;Accepted
1-620483711;Awaiting Assignment;2011-12-08T08:57:49+01:00;Queued
1-620483711;In Progress;2011-12-14T12:58:14+01:00;Accepted
1-620483711;Assigned;2011-12-14T13:04:35+01:00;Accepted
1-620483711;Closed;2012-02-06T08:50:18+01:00;Completed
1-620572095;In Progress;2011-12-08T08:19:35+01:00;Accepted
1-620572095;Closed;2012-04-02T08:32:04+01:00;Completed
1-620584677;In Progress;2011-12-07T12:07:47+01:00;Accepted
1-620584677;Assigned;2011-12-07T12:17:43+01:00;Accepted
1-620584677;In Progress;2012-01-11T06:56:47+01:00;Accepted
1-620584677;Closed;2012-01-11T06:57:10+01:00;Completed
1-620656965;In Progress;2011-12-07T14:57:08+01:00;Accepted
1-620656965;Closed;2012-01-09T13:50:31+01:00;Completed
1-620705595;In Progress;2011-12-07T15:52:47+01:00;Accepted
1-620705595;Closed;2012-05-04T12:05:10+01:00;Completed
1-620857518;In Progress;2011-12-08T00:59:32+01:00;Accepted
1-620857518;Closed;2012-03-15T10:21:05+01:00;Completed
1-620925267;In Progress;2011-12-08T11:10:07+01:00;Accepted
1-620925267;Assigned;2011-12-08T11:19:05+01:00;Accepted
1-620925267;In Progress;2011-12-13T12:56:25+01:00;Accepted
1-620925267;In Progress;2012-05-17T11:48:24+01:00;Accepted
1-620925267;Closed;2012-05-17T11:51:47+01:00;Completed
1-621023087;In Progress;2011-12-08T13:23:24+01:00;Accepted
1-621023087;Closed;2012-01-03T11:07:51+01:00;Completed
1-621039603;In Progress;2011-12-08T12:59:55+01:00;Accepted
1-621039603;Closed;2012-01-04T16:43:32+01:00;Completed
1-621061021;In Progress;2011-12-08T14:03:03+01:00;Accepted
1-621061021;In Progress;2011-12-08T14:44:01+01:00;Accepted
1-621061021;Awaiting Assignment;2011-12-08T14:44:37+01:00;Queued
1-621061021;Assigned;2011-12-09T16:14:35+01:00;Accepted
1-621061021;Wait;2012-02-17T08:48:03+01:00;Accepted
1-621061021;Closed;2012-04-27T02:58:43+01:00;Completed
1-621311061;In Progress;2011-12-09T08:18:16+01:00;Accepted
1-621311061;Closed;2011-12-09T08:22:15+01:00;Completed
1-621311061;In Progress;2011-12-12T11:34:36+01:00;Accepted
1-621311061;In Progress;2011-12-12T11:38:44+01:00;Accepted
1-621311061;Closed;2011-12-21T12:01:07+01:00;Completed
1-621311061;In Progress;2012-01-06T11:08:42+01:00;Accepted
1-621311061;Closed;2012-01-06T11:09:47+01:00;Completed
1-621311061;In Progress;2012-01-06T13:35:53+01:00;Accepted
1-621311061;Closed;2012-02-17T10:12:40+01:00;Completed
1-621322866;In Progress;2011-12-09T08:13:39+01:00;Accepted
1-621322866;Closed;2012-01-17T14:00:57+01:00;Completed
1-621369891;In Progress;2011-12-09T10:00:42+01:00;Accepted
1-621369891;Closed;2012-01-03T08:43:57+01:00;Completed
1-621393223;In Progress;2011-12-09T11:38:35+01:00;Accepted
1-621393223;Awaiting Assignment;2011-12-09T12:33:04+01:00;Queued
1-621393223;Awaiting Assignment;2011-12-09T12:44:12+01:00;Queued
1-621393223;Assigned;2011-12-09T13:31:39+01:00;Accepted
1-621393223;Assigned;2011-12-13T10:10:00+01:00;Accepted
1-621393223;Awaiting Assignment;2011-12-15T09:43:58+01:00;Queued
1-621393223;In Progress;2012-04-20T16:34:45+01:00;Accepted
1-621393223;Closed;2012-04-20T16:34:51+01:00;Completed
1-621571462;In Progress;2011-12-10T06:25:41+01:00;Accepted
1-621571462;Closed;2012-01-18T12:53:51+01:00;Completed
1-622154016;In Progress;2011-12-12T12:50:27+01:00;Accepted
1-622154016;In Progress;2011-12-12T12:53:05+01:00;Accepted
1-622154016;In Progress;2011-12-12T12:53:19+01:00;Accepted
1-622154016;Awaiting Assignment;2011-12-12T12:53:34+01:00;Queued
1-622154016;In Progress;2011-12-12T16:29:16+01:00;Accepted
1-622154016;Awaiting Assignment;2011-12-12T16:31:14+01:00;Queued
1-622154016;In Progress;2011-12-12T17:41:11+01:00;Accepted
1-622154016;Wait;2011-12-12T17:41:18+01:00;Accepted
1-622154016;Assigned;2011-12-27T12:52:13+01:00;Accepted
1-622154016;Awaiting Assignment;2012-02-20T18:56:48+01:00;Queued
1-622154016;In Progress;2012-02-21T08:07:04+01:00;Accepted
1-622154016;In Progress;2012-02-21T12:07:45+01:00;Accepted
1-622154016;Wait;2012-02-21T12:07:56+01:00;Accepted
1-622154016;In Progress;2012-02-28T10:18:13+01:00;Accepted
1-622154016;Awaiting Assignment;2012-02-28T10:19:08+01:00;Queued
1-622154016;In Progress;2012-02-28T10:36:29+01:00;Accepted
1-622154016;Closed;2012-03-01T11:05:51+01:00;Completed
1-622156083;In Progress;2011-12-12T12:50:53+01:00;Accepted
1-622156083;Awaiting Assignment;2011-12-12T12:51:38+01:00;Queued
1-622156083;Assigned;2011-12-12T14:54:04+01:00;Accepted
1-622156083;In Progress;2012-01-17T13:30:30+01:00;Accepted
1-622156083;Closed;2012-01-17T13:31:09+01:00;Completed
1-622295317;In Progress;2011-12-12T15:33:32+01:00;Accepted
1-622295317;Wait;2012-03-02T11:22:18+01:00;Accepted
1-622295317;Closed;2012-03-22T15:45:50+01:00;Completed
1-622618613;In Progress;2011-12-13T04:07:15+01:00;Accepted
1-622618613;Awaiting Assignment;2011-12-13T04:07:39+01:00;Queued
1-622618613;In Progress;2011-12-13T07:11:12+01:00;Accepted
1-622618613;Wait;2011-12-13T07:11:20+01:00;Accepted
1-622618613;Closed;2012-01-19T16:38:31+01:00;Completed
1-622630582;In Progress;2011-12-13T06:47:00+01:00;Accepted
1-622630582;Wait;2011-12-20T02:43:10+01:00;Accepted
1-622630582;Closed;2012-05-23T03:53:03+01:00;Completed
1-622652886;In Progress;2011-12-13T09:52:25+01:00;Accepted
1-622652886;Closed;2012-04-30T16:41:11+01:00;Completed
1-622783644;In Progress;2011-12-13T10:19:11+01:00;Accepted
1-622783644;Wait;2011-12-26T13:32:16+01:00;Accepted
1-622783644;In Progress;2012-05-18T08:01:25+01:00;Accepted
1-622783644;Closed;2012-05-18T08:02:02+01:00;Completed
1-622806196;In Progress;2011-12-13T11:05:09+01:00;Accepted
1-622806196;Wait;2011-12-13T12:21:14+01:00;Accepted
1-622806196;In Progress;2012-05-04T16:03:00+01:00;Accepted
1-622806196;Closed;2012-05-04T16:05:26+01:00;Completed
1-622847448;In Progress;2011-12-13T15:36:57+01:00;Accepted
1-622847448;Assigned;2012-03-13T14:23:34+01:00;Accepted
1-622847448;In Progress;2012-04-23T14:31:16+01:00;Accepted
1-622847448;Closed;2012-04-23T14:32:27+01:00;Completed
1-622856843;In Progress;2011-12-13T11:27:52+01:00;Accepted
1-622856843;Closed;2012-01-24T09:29:10+01:00;Completed
1-622874191;In Progress;2011-12-13T12:19:40+01:00;Accepted
1-622874191;In Progress;2011-12-19T13:55:54+01:00;Accepted
1-622874191;Closed;2012-01-30T10:19:24+01:00;Completed
1-622884303;In Progress;2011-12-13T13:28:06+01:00;Accepted
1-622884303;Wait;2011-12-21T14:15:37+01:00;Accepted
1-622884303;Closed;2012-03-27T08:52:39+01:00;Completed
1-622940906;In Progress;2011-12-13T13:52:14+01:00;Accepted
1-622940906;In Progress;2012-01-13T10:07:55+01:00;Accepted
1-622940906;Closed;2012-01-17T11:10:00+01:00;Completed
1-623152702;In Progress;2011-12-13T18:51:50+01:00;Accepted
1-623152702;Closed;2012-04-19T10:09:47+01:00;Completed
1-623336818;In Progress;2011-12-14T11:46:39+01:00;Accepted
1-623336818;Closed;2012-02-20T08:38:46+01:00;Completed
1-623354971;In Progress;2011-12-14T09:45:16+01:00;Accepted
1-623354971;Assigned;2011-12-14T09:51:17+01:00;Accepted
1-623354971;In Progress;2012-04-17T09:16:34+01:00;Accepted
1-623354971;Closed;2012-04-17T09:16:37+01:00;Completed
1-623520821;In Progress;2011-12-14T11:27:37+01:00;Accepted
1-623520821;Wait;2011-12-14T11:27:55+01:00;Accepted
1-623520821;In Progress;2011-12-15T13:17:55+01:00;Accepted
1-623520821;Wait;2011-12-21T13:10:20+01:00;Accepted
1-623520821;In Progress;2012-01-09T11:37:01+01:00;Accepted
1-623520821;Wait;2012-01-09T17:11:01+01:00;Accepted
1-623520821;Closed;2012-03-05T16:30:19+01:00;Completed
1-623521280;Wait;2011-12-14T12:24:49+01:00;Accepted
1-623521280;In Progress;2012-02-06T12:02:10+01:00;Accepted
1-623521280;Wait;2012-02-06T17:05:17+01:00;Accepted
1-623521280;Closed;2012-03-09T15:45:01+01:00;Completed
1-623626713;In Progress;2011-12-14T12:27:57+01:00;Accepted
1-623626713;Wait;2011-12-14T12:28:40+01:00;Accepted
1-623626713;In Progress;2012-02-07T09:40:27+01:00;Accepted
1-623626713;Wait;2012-02-10T09:13:16+01:00;Accepted
1-623626713;Closed;2012-03-09T16:16:31+01:00;Completed
1-623792185;In Progress;2011-12-14T16:00:50+01:00;Accepted
1-623792185;Awaiting Assignment;2011-12-14T16:40:11+01:00;Queued
1-623792185;In Progress;2011-12-16T09:57:47+01:00;Accepted
1-623792185;Awaiting Assignment;2011-12-28T10:32:53+01:00;Queued
1-623792185;In Progress;2012-01-02T10:04:41+01:00;Accepted
1-623792185;Wait;2012-01-02T10:12:41+01:00;Accepted
1-623792185;In Progress;2012-01-17T15:20:02+01:00;Accepted
1-623792185;Closed;2012-01-17T15:21:03+01:00;Completed
1-623859845;In Progress;2011-12-14T16:06:21+01:00;Accepted
1-623859845;Closed;2012-03-05T10:33:07+01:00;Completed
1-623873811;In Progress;2011-12-14T16:16:05+01:00;Accepted
1-623873811;Awaiting Assignment;2011-12-14T16:16:44+01:00;Queued
1-623873811;In Progress;2011-12-14T16:23:53+01:00;Accepted
1-623873811;Awaiting Assignment;2011-12-14T16:36:41+01:00;Queued
1-623873811;In Progress;2011-12-15T09:02:54+01:00;Accepted
1-623873811;Closed;2011-12-15T09:05:32+01:00;Completed
1-623873811;In Progress;2011-12-15T09:14:19+01:00;Accepted
1-623873811;Assigned;2011-12-15T09:15:33+01:00;Accepted
1-623873811;Wait;2011-12-15T11:19:48+01:00;Accepted
1-623873811;Closed;2011-12-20T19:27:10+01:00;Completed
1-623873811;In Progress;2012-01-25T16:21:33+01:00;Accepted
1-623873811;Wait;2012-01-25T16:23:52+01:00;Accepted
1-623873811;Closed;2012-02-17T17:02:19+01:00;Completed
1-624009613;In Progress;2011-12-15T00:38:51+01:00;Accepted
1-624009613;Closed;2012-01-31T03:59:23+01:00;Completed
1-624219528;In Progress;2011-12-15T10:55:26+01:00;Accepted
1-624219528;Closed;2012-03-27T10:36:54+01:00;Completed
1-624305845;Awaiting Assignment;2011-12-15T11:58:06+01:00;Queued
1-624305845;In Progress;2012-01-06T10:12:12+01:00;Accepted
1-624305845;Closed;2012-01-06T10:17:05+01:00;Completed
1-624403918;In Progress;2011-12-15T16:29:31+01:00;Accepted
1-624403918;Wait;2011-12-15T17:30:21+01:00;Accepted
1-624403918;Awaiting Assignment;2011-12-16T15:36:37+01:00;Queued
1-624403918;In Progress;2012-01-10T12:21:21+01:00;Accepted
1-624403918;Awaiting Assignment;2012-01-10T13:26:31+01:00;Queued
1-624403918;In Progress;2012-01-10T13:30:24+01:00;Accepted
1-624403918;In Progress;2012-01-12T10:03:42+01:00;Accepted
1-624403918;Wait;2012-01-12T10:03:51+01:00;Accepted
1-624403918;Closed;2012-03-15T15:45:21+01:00;Completed
1-624403918;In Progress;2012-03-15T15:45:30+01:00;Accepted
1-624403918;Closed;2012-03-15T15:54:45+01:00;Completed
1-624450715;In Progress;2011-12-15T15:23:36+01:00;Accepted
1-624450715;Wait;2011-12-15T15:23:45+01:00;Accepted
1-624450715;Closed;2012-03-30T13:07:57+01:00;Completed
1-624711258;In Progress;2011-12-16T09:13:45+01:00;Accepted
1-624711258;Awaiting Assignment;2011-12-16T09:17:50+01:00;Queued
1-624711258;In Progress;2011-12-16T09:20:27+01:00;Accepted
1-624711258;Closed;2012-03-12T13:00:12+01:00;Completed
1-624745314;In Progress;2011-12-16T09:51:26+01:00;Accepted
1-624745314;Closed;2012-02-08T14:15:41+01:00;Completed
1-624845426;In Progress;2011-12-16T10:40:07+01:00;Accepted
1-624845426;Awaiting Assignment;2011-12-16T10:40:33+01:00;Queued
1-624845426;In Progress;2012-01-13T09:39:30+01:00;Accepted
1-624845426;Closed;2012-01-13T10:26:23+01:00;Completed
1-625322174;In Progress;2011-12-17T12:18:28+01:00;Accepted
1-625322174;Awaiting Assignment;2011-12-17T12:19:36+01:00;Queued
1-625322174;In Progress;2011-12-22T14:52:39+01:00;Accepted
1-625322174;Wait;2011-12-22T14:52:47+01:00;Accepted
1-625322174;Closed;2012-04-16T13:55:11+01:00;Completed
1-625459293;In Progress;2011-12-19T03:13:32+01:00;Accepted
1-625459293;Awaiting Assignment;2011-12-19T03:14:22+01:00;Queued
1-625459293;In Progress;2012-01-05T14:08:46+01:00;Accepted
1-625459293;Wait;2012-01-05T14:25:39+01:00;Accepted
1-625459293;Closed;2012-01-19T16:33:55+01:00;Completed
1-625628532;In Progress;2011-12-19T09:09:42+01:00;Accepted
1-625628532;Closed;2012-04-20T08:23:30+01:00;Completed
1-625634702;In Progress;2011-12-19T08:49:47+01:00;Accepted
1-625634702;Wait;2011-12-19T09:13:42+01:00;Accepted
1-625634702;Closed;2012-01-18T05:53:58+01:00;Completed
1-625634824;In Progress;2011-12-19T08:57:11+01:00;Accepted
1-625634824;Wait;2011-12-19T09:13:17+01:00;Accepted
1-625634824;Closed;2012-01-20T08:24:03+01:00;Completed
1-625634936;In Progress;2011-12-19T09:03:01+01:00;Accepted
1-625634936;Wait;2011-12-19T09:12:46+01:00;Accepted
1-625634936;Closed;2012-04-09T04:19:42+01:00;Completed
1-625646775;In Progress;2011-12-19T09:00:43+01:00;Accepted
1-625646775;Closed;2012-02-01T09:56:47+01:00;Completed
1-626102521;In Progress;2011-12-19T15:15:13+01:00;Accepted
1-626102521;Closed;2012-03-19T15:29:08+01:00;Completed
1-626212681;In Progress;2011-12-19T17:02:25+01:00;Accepted
1-626212681;Wait;2012-01-04T11:26:26+01:00;Accepted
1-626212681;In Progress;2012-02-20T10:32:17+01:00;Accepted
1-626212681;Closed;2012-02-20T10:35:33+01:00;Completed
1-626292231;In Progress;2011-12-20T01:48:36+01:00;Accepted
1-626292231;In Progress;2011-12-20T01:49:14+01:00;Accepted
1-626292231;Wait;2012-02-07T19:48:51+01:00;Accepted
1-626292231;Closed;2012-05-28T10:50:17+01:00;Completed
1-626292231;In Progress;2012-05-28T11:04:15+01:00;Accepted
1-626292231;Closed;2012-05-28T11:06:04+01:00;Completed
1-626462354;In Progress;2011-12-20T08:59:29+01:00;Accepted
1-626462354;Wait;2012-02-02T10:43:55+01:00;Accepted
1-626462354;Closed;2012-04-17T10:02:51+01:00;Completed
1-626510640;In Progress;2011-12-20T09:39:32+01:00;Accepted
1-626510640;Wait;2011-12-20T10:03:49+01:00;Accepted
1-626510640;In Progress;2011-12-20T14:19:22+01:00;Accepted
1-626510640;Wait;2011-12-21T10:40:49+01:00;Accepted
1-626510640;In Progress;2012-02-02T08:45:56+01:00;Accepted
1-626510640;Wait;2012-02-02T13:44:11+01:00;Accepted
1-626510640;In Progress;2012-02-02T14:37:55+01:00;Accepted
1-626510640;Closed;2012-02-02T14:39:10+01:00;Completed
1-626515794;In Progress;2011-12-20T14:07:40+01:00;Accepted
1-626515794;Assigned;2011-12-20T14:26:59+01:00;Accepted
1-626515794;Assigned;2011-12-23T15:33:36+01:00;Accepted
1-626515794;In Progress;2012-01-06T14:12:19+01:00;Accepted
1-626515794;Closed;2012-01-06T14:13:30+01:00;Completed
1-626760391;In Progress;2011-12-20T14:43:16+01:00;Accepted
1-626760391;In Progress;2012-01-12T17:33:11+01:00;Accepted
1-626760391;Closed;2012-01-12T17:33:48+01:00;Completed
1-626834451;In Progress;2011-12-20T16:25:10+01:00;Accepted
1-626834451;Assigned;2011-12-20T16:26:35+01:00;Accepted
1-626834451;Closed;2012-02-01T12:03:13+01:00;Completed
1-627163101;In Progress;2011-12-21T07:14:19+01:00;Accepted
1-627163101;Wait;2012-01-18T12:17:47+01:00;Accepted
1-627163101;In Progress;2012-02-01T12:23:43+01:00;Accepted
1-627163101;In Progress;2012-04-12T10:35:52+01:00;Accepted
1-627163101;In Progress;2012-04-19T13:28:17+01:00;Accepted
1-627163101;Closed;2012-05-09T09:32:27+01:00;Completed
1-627190551;In Progress;2011-12-21T09:06:12+01:00;Accepted
1-627190551;Closed;2011-12-21T09:13:03+01:00;Completed
1-627190551;In Progress;2011-12-29T09:47:16+01:00;Accepted
1-627190551;Wait;2011-12-29T09:47:23+01:00;Accepted
1-627190551;In Progress;2012-01-18T16:22:21+01:00;Accepted
1-627190551;Wait;2012-01-18T16:31:17+01:00;Accepted
1-627190551;Closed;2012-02-10T10:28:45+01:00;Completed
1-627336700;In Progress;2011-12-21T10:39:43+01:00;Accepted
1-627336700;Assigned;2011-12-21T10:40:06+01:00;Accepted
1-627336700;In Progress;2012-01-30T14:18:50+01:00;Accepted
